Time,Pan_Error,Pan_Angle,Tilt_Error,Tilt_Angle
36.50472,-6.60652,135.00000,0.06582,-39.18821
36.64919,-6.69246,135.00000,-0.12129,-39.33250
36.77960,-6.69199,135.00000,-0.27749,-39.62939
36.93222,-6.57804,135.00000,-0.23093,-39.95282
37.06542,-6.57806,135.00000,-0.12141,-40.05017
37.19417,-6.59235,135.00000,-0.09027,-40.20745
37.33328,-6.63535,135.00000,-0.10630,-40.39985
37.47208,-6.73577,135.00000,-0.07459,-40.55569
37.60786,-6.82141,135.00000,-0.05915,-40.72424
37.81620,-6.83568,135.00000,0.05041,-40.82132
37.96583,-6.89333,135.00000,0.12828,-40.76317
38.11026,-6.89322,135.00000,0.45555,-40.51576
38.49019,-4.79533,135.00000,14.73445,-29.51787
38.63342,-4.50879,135.00000,15.53612,-17.86168
38.77354,-4.80743,135.00000,4.94818,-14.37079
39.02343,-4.87526,135.00000,-10.95384,-22.73763
39.15852,-4.77518,135.00000,-11.86474,-31.76554
39.35528,-4.59959,135.00000,-4.28225,-35.01388
39.55919,-4.59082,135.00000,4.99706,-31.28183
39.72192,-4.62731,135.00000,8.79716,-24.69343
39.85659,-4.75349,135.00000,7.00128,-19.60256
40.19236,-4.93222,135.00000,-6.05291,-24.25712
40.33113,-5.04530,135.00000,-5.99334,-28.79456
40.47136,-5.14509,135.00000,-3.77018,-31.61116
40.88022,-5.06662,135.00000,5.34941,-27.60102
41.01575,-5.03877,135.00000,5.45785,-23.62582
41.15936,-5.03575,135.00000,3.79985,-20.92220
41.42587,-5.11626,135.00000,-3.89523,-24.03715
41.59421,-5.17430,135.00000,-4.06576,-27.17055
41.74019,-5.17501,135.00000,-3.15193,-29.53738
41.88852,-5.19059,135.00000,0.31450,-29.43930
42.02813,-5.26528,135.00000,2.88351,-27.33903
42.15744,-5.32239,135.00000,3.02402,-25.09098
42.29836,-5.33708,135.00000,2.88132,-23.04002
42.48973,-5.34876,135.00000,0.57834,-22.80250
42.62892,-5.28952,135.00000,-1.55313,-24.03985
42.78502,-5.27493,135.00000,-2.46868,-25.97793
43.03291,-5.23181,135.00000,-2.48521,-27.96402
43.17638,-5.28959,135.00000,-1.36657,-29.09716
43.31551,-5.31986,135.00000,0.78228,-28.55840
43.50548,-5.36401,135.00000,2.10534,-27.03187
43.63748,-5.56520,135.00000,2.19893,-25.53016
43.83115,-5.60917,135.00000,2.24472,-23.87615
43.96376,-5.59276,135.00000,0.56399,-23.52847
44.09739,-5.63503,135.00000,-0.47996,-23.94707
44.29813,-5.59268,135.00000,-1.20376,-25.02772
44.43360,-5.61975,135.00000,-1.28763,-26.16629
44.56940,-5.54848,135.00000,-1.16383,-27.15204
44.70510,-5.57753,135.00000,-0.66674,-27.67672
44.85131,-5.67807,135.00000,0.20632,-27.55942
45.01429,-5.69320,135.00000,0.59299,-27.27268
45.20536,-5.63538,135.00000,0.65684,-26.86694
45.33882,-5.60761,135.00000,0.68794,-26.48384
45.48094,-5.64962,135.00000,0.61116,-26.18214
45.62109,-5.73570,135.00000,0.51777,-25.89228
45.75660,-5.74991,135.00000,0.43895,-25.59130
45.89609,-5.76396,135.00000,0.42257,-25.42318
46.03046,-5.75041,135.00000,0.40621,-25.25545
46.16308,-5.77826,135.00000,0.40797,-25.07401
46.35438,-5.77912,135.00000,0.51725,-24.81136
46.51208,-5.80636,135.00000,0.05014,-24.80541
46.70147,-5.76402,135.00000,0.17532,-24.70770
46.85509,-5.70670,135.00000,0.23754,-24.66145
47.00280,-5.69293,135.00000,0.29840,-24.61581
47.18858,-5.70672,135.00000,0.20644,-24.50576
47.37706,-5.74945,135.00000,-0.26294,-24.86018
47.58658,-5.80634,135.00000,-0.04323,-25.05104
47.73605,-5.86427,135.00000,0.00313,-25.19736
47.87982,-5.49169,135.00000,0.43861,-24.86831
